会话信息
项目,值
会话ID,92
会话名称,会话_92
创建时间,2025-09-26 22:08:17.225604
数据包数量,1000
持续时间(秒),297.8011031150818

高级统计
指标,值
总数据包数,1000
总字节数,0
平均包大小(字节),0.0
协议多样性,3
时间跨度(秒),297.8
平均速率(包/秒),3.4
唯一源IP数,16
唯一目标IP数,17
