会话信息
项目,值
会话ID,91
会话名称,会话_91
创建时间,2025-09-26 22:09:02.236673
数据包数量,158
持续时间(秒),0.49039196968078613

高级统计
指标,值
总数据包数,158
总字节数,0
平均包大小(字节),0.0
协议多样性,1
时间跨度(秒),0.5
平均速率(包/秒),322.2
唯一源IP数,9
唯一目标IP数,10
