会话信息
项目,值
会话ID,83
会话名称,会话_83
创建时间,2025-09-26 23:44:11.186821
数据包数量,120
持续时间(秒),0.2528235912322998

高级统计
指标,值
总数据包数,120
总字节数,0
平均包大小(字节),0.0
协议多样性,2
时间跨度(秒),0.3
平均速率(包/秒),474.6
唯一源IP数,6
唯一目标IP数,11
