网络流量分析报告 - 综合数据

会话信息
项目,值
会话ID,104
会话名称,会话_104
创建时间,2025-10-08 23:10:35.164778
数据包数量,421
持续时间(秒),10.845374345779419

协议统计
协议类型,数据包数量,字节数,包占比(%),字节占比(%)
TCP,328,108435,77.91,93.29
UDP,64,4675,15.20,4.02
DNS,27,3017,6.41,2.60
Unknown,2,102,0.48,0.09

汇总统计
指标,值
总数据包数,421
总字节数,116229
平均包大小(字节),276.1
协议多样性,4
时间跨度(秒),10.8
平均速率(包/秒),38.8
唯一源IP数,42
唯一目标IP数,46
