网络流量分析报告 - 综合数据

会话信息
项目,值
会话ID,96
会话名称,会话_96
创建时间,2025-09-28 15:42:04.476680
数据包数量,115
持续时间(秒),25.641132831573486

协议统计
协议类型,数据包数量,字节数,包占比(%),字节占比(%)
TCP,93,16888,80.87,80.24
UDP,16,3035,13.91,14.42
DNS,6,1125,5.22,5.34

汇总统计
指标,值
总数据包数,115
总字节数,21048
平均包大小(字节),183.0
协议多样性,3
时间跨度(秒),25.6
平均速率(包/秒),4.5
唯一源IP数,15
唯一目标IP数,17
