网络流量分析报告 - 综合数据

会话信息
项目,值
会话ID,86
会话名称,会话_86
创建时间,2025-09-27 00:02:20.880839
数据包数量,170
持续时间(秒),1.0774991512298584

协议统计
协议类型,数据包数量,字节数,包占比(%),字节占比(%)
TCP,162,55110,95.29,98.55
UDP,6,508,3.53,0.91
DNS,2,305,1.18,0.55

汇总统计
指标,值
总数据包数,170
总字节数,55923
平均包大小(字节),329.0
协议多样性,3
时间跨度(秒),1.1
平均速率(包/秒),157.8
唯一源IP数,11
唯一目标IP数,14
